,Company,Job_Title,Location,Salary,Job_Sedcription,URL
71,Next Insurance,"Data Scientist, Machine Learning","Palo Alto, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=310&ao=1091461&s=58&guid=0000017593b33ce59da8b0e29ca41d57&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f8f245d6&cb=1604500799251&jobListingId=3663428736
72,TikTok,Data Scientist - TikTok Ads,"Mountain View, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=311&ao=1091461&s=58&guid=0000017593b33ce59da8b0e29ca41d57&src=GD_JOB_AD&t=SR&vt=w&cs=1_b4f2338b&cb=1604500799251&jobListingId=3663410868
73,Facebook,"Data Scientist, Product Analytics","Menlo Park, CA",$119K-$188K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=312&ao=1044074&s=58&guid=0000017593b33ce59da8b0e29ca41d57&src=GD_JOB_AD&t=SR&vt=w&cs=1_f183e7f3&cb=1604500799252&jobListingId=3721532794
74,Tesla,"Data Scientist, Charging Data & Modeling","Palo Alto, CA",$97K-$154K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=313&ao=1091461&s=58&guid=0000017593b33ce59da8b0e29ca41d57&src=GD_JOB_AD&t=SR&vt=w&cs=1_7226afe8&cb=1604500799253&jobListingId=3682915357
75,Tesla,Data Scientist,"Fremont, CA",$98K-$154K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=314&ao=1091461&s=58&guid=0000017593b33ce59da8b0e29ca41d57&src=GD_JOB_AD&t=SR&vt=w&cs=1_b1a766fc&cb=1604500799253&jobListingId=3664091865
76,Plume,Data Scientist (Multiple Levels),"Palo Alto, CA",$84K-$137K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=315&ao=8095&s=58&guid=0000017593b33ce59da8b0e29ca41d57&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4b4be523&cb=1604500799254&jobListingId=3679260879
77,Frontier Medicines,R&D Informatics & Data Engineer,"South San Francisco, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=316&ao=1044077&s=58&guid=0000017593b33ce59da8b0e29ca41d57&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_548f2358&cb=1604500799254&jobListingId=3720311696
78,Facebook,"Data Scientist, Analytics - Groups Ranking and Growth","Menlo Park, CA",$119K-$188K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=317&ao=1044074&s=58&guid=0000017593b33ce59da8b0e29ca41d57&src=GD_JOB_AD&t=SR&vt=w&cs=1_5d7310be&cb=1604500799255&jobListingId=3723444420
79,Citrine Informatics,Data Scientist,"Redwood City, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=318&ao=148364&s=58&guid=0000017593b33ce59da8b0e29ca41d57&src=GD_JOB_AD&t=SR&vt=w&cs=1_ca60be0a&cb=1604500799255&jobListingId=3637062206
80,realtor.com,Staff Data Scientist,"Santa Clara, CA",$123K-$196K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=319&ao=1053871&s=58&guid=0000017593b33ce59da8b0e29ca41d57&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b843711e&cb=1604500799255&jobListingId=3704786417
81,JD.com,Data Scientist - Business Growth,"Mountain View, CA",$112K-$181K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=320&ao=8095&s=58&guid=0000017593b33ce59da8b0e29ca41d57&src=GD_JOB_AD&t=SR&vt=w&cs=1_b17fd628&cb=1604500799256&jobListingId=3664724329
82,Miles,Data Scientist,"Redwood City, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=321&ao=8095&s=58&guid=0000017593b33ce59da8b0e29ca41d57&src=GD_JOB_AD&t=SR&vt=w&cs=1_c834da5d&cb=1604500799256&jobListingId=3318696376
83,Google,"Data Scientist, Operations Data Science","Mountain View, CA",$118K-$193K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=322&ao=37049&s=58&guid=0000017593b33ce59da8b0e29ca41d57&src=GD_JOB_AD&t=SR&vt=w&cs=1_2f535c99&cb=1604500799256&jobListingId=3402525984
84,Collaborative Solutions,Workday Data Consultant,"Pleasanton, CA",$60K-$111K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=323&ao=1050583&s=58&guid=0000017593b33ce59da8b0e29ca41d57&src=GD_JOB_AD&t=SR&vt=w&cs=1_0dc67cbf&cb=1604500799257&jobListingId=2627852628
85,TikTok,"Data Scientist - Analytics, Trust & Safety","Mountain View, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=324&ao=934755&s=58&guid=0000017593b33ce59da8b0e29ca41d57&src=GD_JOB_AD&t=SR&vt=w&cs=1_c03f8518&cb=1604500799258&jobListingId=3617023489
86,Tesla,"Data Scientist, Reliability Engineering","Palo Alto, CA",$97K-$154K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=325&ao=1091461&s=58&guid=0000017593b33ce59da8b0e29ca41d57&src=GD_JOB_AD&t=SR&vt=w&cs=1_2a7db6a6&cb=1604500799259&jobListingId=3663427946
87,Tesla,"Data Scientist, Toolbox Software","Palo Alto, CA",$97K-$154K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=326&ao=191997&s=58&guid=0000017593b33ce59da8b0e29ca41d57&src=GD_JOB_AD&t=SR&vt=w&cs=1_b9e72965&cb=1604500799259&jobListingId=3674827241
88,PepsiCo,Data Science Graduate Intern,"Hayward, CA",$87K-$139K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=327&ao=1091461&s=58&guid=0000017593b33ce59da8b0e29ca41d57&src=GD_JOB_AD&t=SR&vt=w&cs=1_5d776409&cb=1604500799259&jobListingId=3697884060
89,Houzz,Data Scientist | Consumer Products,"Palo Alto, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=328&ao=148364&s=58&guid=0000017593b33ce59da8b0e29ca41d57&src=GD_JOB_AD&t=SR&vt=w&cs=1_7deefcf3&cb=1604500799260&jobListingId=3710171586
90,"Upstart Network, Inc.",Data Scientist,"San Mateo, CA",$114K-$182K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=329&ao=1091461&s=58&guid=0000017593b33ce59da8b0e29ca41d57&src=GD_JOB_AD&t=SR&vt=w&cs=1_1813ca22&cb=1604500799261&jobListingId=3681166255
91,TriNet,"Analyst, CX Data Science","Dublin, CA",$112K-$176K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=330&ao=1044074&s=58&guid=0000017593b33ce59da8b0e29ca41d57&src=GD_JOB_AD&t=SR&vt=w&cs=1_c80d35f3&cb=1604500799262&jobListingId=3683789047
92,Google,"Product Analyst, Data Science","Mountain View, CA",$60K-$106K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=401&ao=37049&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_a0575b49&cb=1604500804559&jobListingId=3511711158
93,Livongo,Data Scientist - Clinical Services,"Mountain View, CA",$106K-$171K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=402&ao=365092&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d225ad7e&cb=1604500804560&jobListingId=3678597466
94,Intuit,Staff Business Data Analyst,"Mountain View, CA",$103K-$177K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=403&ao=1044074&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_250f6365&cb=1604500804562&jobListingId=3692258058
95,PubMatic,Data Scientist,"Redwood City, CA",$115K-$184K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=404&ao=4134&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_7d973e48&cb=1604500804563&jobListingId=3728215577
96,GRAIL,Senior or Staff Data Scientist,"Menlo Park, CA",$165K-$257K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=405&ao=853539&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_61238024&cb=1604500804564&jobListingId=3545158569
97,Tesla,"Data Scientist, Insurance","Fremont, CA",$98K-$154K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=406&ao=191997&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_502250e2&cb=1604500804566&jobListingId=3705284305
98,PayPal,Lead Decision Scientist,"San Jose, CA",$137K-$216K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=407&ao=1044074&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_a0bcb6cd&cb=1604500804569&jobListingId=3647991673
99,Potrero Medical Inc.,Jr. Data Scientist,"Hayward, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=408&ao=37049&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_228d59ce&cb=1604500804571&jobListingId=3694830367
100,"Central Business Solutions, Inc",Data Scientist I,"Santa Clara, CA",$65K-$108K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=409&ao=4321&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6ef50e3f&cb=1604500804571&jobListingId=3725008479
101,F5,Data Scientist - Analytics Product Group,"Santa Clara, CA",$108K-$171K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=410&ao=242900&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_14de34b5&cb=1604500804571&jobListingId=3624343154
102,Mobileum,Data Scientist,"Cupertino, CA",$90K-$146K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=411&ao=4120&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_4be9328e&cb=1604500804572&jobListingId=3689838016
103,One Concern,"Data Scientist, Machine Learning","Menlo Park, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=412&ao=148364&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_67d54ec4&cb=1604500804572&jobListingId=3646352573
104,Tesla,"Data Scientist, Charging Data & Modeling","Palo Alto, CA",$97K-$154K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=413&ao=191997&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_04c1d120&cb=1604500804573&jobListingId=3702472450
105,Activision Blizzard,"Data Scientist, Live Ops","Foster City, CA",$83K-$137K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=414&ao=259320&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_6d65ca13&cb=1604500804573&jobListingId=3732293527
106,Apple,"Data Scientist - Fraud Engineering, Algorithms, and Risk","Santa Clara, CA",$117K-$154K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=415&ao=4120&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_95471176&cb=1604500804574&jobListingId=3088437599
107,Intel Corporation,Machine Learning Data Scientist,"Santa Clara, CA",$115K-$181K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=416&ao=4120&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_a9030f80&cb=1604500804575&jobListingId=3704772055
108,Facebook,Research Data Scientist,"Menlo Park, CA",$108K-$174K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=417&ao=132920&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_e968dca7&cb=1604500804575&jobListingId=3683118584
109,Outset Medical,"Director, Data Analytics","San Jose, CA",$81K-$162K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=418&ao=1130750&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a59dfc6a&cb=1604500804575&jobListingId=3685598009
110,Niantic,"Senior Scientist, Machine Learning","Sunnyvale, CA",$132K-$227K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=419&ao=1131295&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_29ae2f33&cb=1604500804576&jobListingId=3620059041
111,Electronic Arts,AI Scientist,"Redwood City, CA",$94K-$156K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=420&ao=37049&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_a21ecda8&cb=1604500804577&jobListingId=3557736032
112,Natera,Data Scientist,"San Carlos, CA",$89K-$142K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=421&ao=134544&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_453186ec&cb=1604500804577&jobListingId=3687742202
113,GENENTECH,AI Scientist,"South San Francisco, CA",$113K-$191K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=422&ao=1044074&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_ac39f72c&cb=1604500804578&jobListingId=3732595852
114,Salesforce,"Data Science Engineering, Machine Learning","Palo Alto, CA",$110K-$189K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=423&ao=133319&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_189bf737&cb=1604500804578&jobListingId=3513577823
115,Flexton,Data Scientist,"Santa Clara, CA",$100K-$136K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=424&ao=4120&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_cd700504&cb=1604500804579&jobListingId=3475812142
116,Verb Surgical,Data Scientist - Deep Learning,"Mountain View, CA",$117K-$143K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=425&ao=37049&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_40e763ed&cb=1604500804580&jobListingId=3378594154
117,Snowflake,Data Scientist - Security,"San Mateo, CA",$134K-$213K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=426&ao=8095&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e583922c&cb=1604500804580&jobListingId=3731236318
118,Aisera,NLP Data Scientist,"Palo Alto, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=427&ao=66506&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_91e39823&cb=1604500804580&jobListingId=3546336924
119,ByteDance,"Data Scientist, Networking","Mountain View, CA",$78K-$129K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=428&ao=934755&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_d60cf37c&cb=1604500804581&jobListingId=3721840958
120,LeanTaaS,Data Scientist,"Santa Clara, CA",$87K-$143K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=429&ao=148364&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_b7aa6985&cb=1604500804581&jobListingId=3647981195
121,IBM,Data Scientist,"San Jose, CA",$106K-$169K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=430&ao=128418&s=58&guid=0000017593b3511a94259df07f731c60&src=GD_JOB_AD&t=SR&vt=w&cs=1_5da1b46b&cb=1604500804582&jobListingId=3725417165
122,Bosch Group,Data Scientist,"Sunnyvale, CA",$112K-$175K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=501&ao=1091461&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c6cbfa6b&cb=1604500808902&jobListingId=3728109109
123,ELT Solutions,Data Scientist,"San Jose, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=502&ao=1091454&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_e4ce3e06&cb=1604500808909&jobListingId=3700485395
124,Verb Surgical,Data Scientist - Deep Learning,"Mountain View, CA",$117K-$143K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=503&ao=37049&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_3e7bd427&cb=1604500808902&jobListingId=3378594154
125,Salesforce,"Data Science Engineering, Machine Learning","Palo Alto, CA",$110K-$189K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=504&ao=133319&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_030c3994&cb=1604500808902&jobListingId=3513577823
126,Flexton,Data Scientist,"Santa Clara, CA",$100K-$136K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=505&ao=4120&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_638d86f6&cb=1604500808903&jobListingId=3475812142
127,Snowflake,Data Scientist - Security,"San Mateo, CA",$134K-$213K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=506&ao=8095&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2e7568b7&cb=1604500808904&jobListingId=3731236318
128,LeanTaaS,Data Scientist,"Santa Clara, CA",$87K-$143K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=507&ao=148364&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_6361f4b2&cb=1604500808905&jobListingId=3647981195
129,Aisera,NLP Data Scientist,"Palo Alto, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=508&ao=66506&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_20237c7d&cb=1604500808906&jobListingId=3546336924
130,ByteDance,"Data Scientist, Networking","Mountain View, CA",$78K-$129K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=509&ao=934755&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_78f1708e&cb=1604500808906&jobListingId=3721840958
131,eBay Inc.,"Data Science Engineer, Recent Graduate","San Jose, CA",$93K-$164K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=510&ao=1091461&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_e4aeb71d&cb=1604500808906&jobListingId=3663396532
132,Houzz,Data Scientist | Marketplace Product,"Palo Alto, CA",$95K-$118K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=511&ao=148364&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_9c6d4f71&cb=1604500808906&jobListingId=3710171587
133,IBM,Data Scientist,"San Jose, CA",$106K-$169K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=512&ao=128418&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_1480fd14&cb=1604500808907&jobListingId=3725417165
134,Tesla,Data Scientist - Quality Engineering (Field),"Fremont, CA",$96K-$151K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=513&ao=1091461&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_422ae1bc&cb=1604500808907&jobListingId=3720842347
135,Arsenal Biosciences,Scientist - Bioengineering and Assay Development,"South San Francisco, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=514&ao=1070179&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_4c7b4f2e&cb=1604500808908&jobListingId=3655525761
136,BillionToOne,Data Scientist,"West Menlo Park, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=515&ao=14295&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_5fa5ca4f&cb=1604500808913&jobListingId=3725438683
137,Gayathri's Sandbox,Data Scientist,"Menlo Park, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=516&ao=4128&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_d770636c&cb=1604500808909&jobListingId=2508338135
138,ByteDance,Data Scientist,"Mountain View, CA",$69K-$116K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=517&ao=934755&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_08c21de7&cb=1604500808910&jobListingId=3560213144
139,Facebook,"Data Scientist, Legal","Menlo Park, CA",$108K-$174K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=518&ao=1044074&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_5625a78b&cb=1604500808910&jobListingId=3686247923
140,Tesla,Data Analyst,"Fremont, CA",$69K-$117K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=519&ao=191997&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_2a2c17af&cb=1604500808910&jobListingId=3719522601
141,McD Tech Labs,"Data Scientist, Performance Analytics - McD Tech Labs","Mountain View, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=520&ao=4134&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_5d7e39bb&cb=1604500808916&jobListingId=3671852615
142,Kinect,Data Scientist,"Palo Alto, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=521&ao=1091461&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_f7799f9b&cb=1604500808917&jobListingId=3663629530
143,One Concern,Data Scientist - Vulnerability,"Menlo Park, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=522&ao=1091461&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_d99acb94&cb=1604500808911&jobListingId=3663432703
144,Arsenal Biosciences,Scientist - In vivo Translational Immunology,"South San Francisco, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=523&ao=1070179&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_c44b9410&cb=1604500808911&jobListingId=3681266333
145,Mizuho OSI,SAP Materials Master Data Analyst - Temp,"Union City, CA",$58K-$93K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=524&ao=1061410&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_99dbfe68&cb=1604500808912&jobListingId=3322632096
146,Big Data Federation,Data Scientist,"Santa Clara, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=525&ao=1091461&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_52838962&cb=1604500808916&jobListingId=3663400416
147,Color,"Data Analyst, Healthcare Analytics","Burlingame, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=526&ao=148364&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_6a1d397a&cb=1604500808913&jobListingId=3672798529
148,Bosch Group,Data Scientist - Deep Learning,"Sunnyvale, CA",$123K-$199K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=527&ao=4134&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_bec97d81&cb=1604500808914&jobListingId=3711345382
149,Houzz,Data Scientist | SEO and Consumer Products,"Palo Alto, CA",$95K-$118K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=528&ao=148364&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_9fd6521c&cb=1604500808914&jobListingId=3710171585
150,"nexus IT group, Inc.",Data Scientist,"Mountain View, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=529&ao=60007&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_d750f443&cb=1604500808917&jobListingId=3683214879
151,"Amazon Web Services, Inc.",Data Scientist - Nationwide Opportunities,"Palo Alto, CA",$104K-$166K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=530&ao=1091461&s=58&guid=0000017593b3629bbe674ebabdf5f420&src=GD_JOB_AD&t=SR&vt=w&cs=1_42e87f8c&cb=1604500808916&jobListingId=3683078030
152,"nexus IT group, Inc.",Data Scientist,"Mountain View, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=601&ao=60007&s=58&guid=0000017593b374ae9bed7bab9fd1e235&src=GD_JOB_AD&t=SR&vt=w&cs=1_2c9b7a53&cb=1604500813477&jobListingId=3683214879
